,minute_of_hour,hour_of_week,day_of_week,week_of_month,month,units_consumed
670,50,7,0,1,1,0.6328908028803661
671,55,7,0,1,1,0.6266490863935357
672,0,8,0,1,1,0.6204888633757134
673,5,8,0,1,1,0.6144169778853956
674,10,8,0,1,1,0.608440175837361
675,15,8,0,1,1,0.602565097507898
676,20,8,0,1,1,0.5967982701574085
677,25,8,0,1,1,0.5911461007785648
678,30,8,0,1,1,0.5856148689780871
679,35,8,0,1,1,0.5802107200000527
680,40,8,0,1,1,0.5749396578984741
681,45,8,0,1,1,0.5698075388667505
682,50,8,0,1,1,0.5648200647313845
683,55,8,0,1,1,0.5599827766172095
684,0,9,0,1,1,0.5553010487911509
685,5,9,0,1,1,0.5507800826913751
686,10,9,0,1,1,0.5464249011484448
687,15,9,0,1,1,0.5422403428049166
688,20,9,0,1,1,0.5382310567395664
689,25,9,0,1,1,0.5344014973022269
690,30,9,0,1,1,0.5307559191649658
691,35,9,0,1,1,0.5272983725951128
692,40,9,0,1,1,0.5240326989553775
693,45,9,0,1,1,0.5209625264360636
694,50,9,0,1,1,0.5180912660241211
695,55,9,0,1,1,0.5154221077135099
696,0,10,0,1,1,0.5129580169610921
697,5,10,0,1,1,0.5107017313919833
698,10,10,0,1,1,0.5086557577580298
699,15,10,0,1,1,0.5068223691527859
700,20,10,0,1,1,0.5052036024860888
701,25,10,0,1,1,0.5038012562210341
702,30,10,0,1,1,0.5026168883758702
703,35,10,0,1,1,0.501651814793025
704,40,10,0,1,1,0.5009071076771959
705,45,10,0,1,1,0.5003835944041207
706,50,10,0,1,1,0.5000818566013565
707,55,10,0,1,1,0.5000022295020867
708,0,11,0,1,1,0.5001448015726744
709,5,11,0,1,1,0.5005094144143751
710,10,11,0,1,1,0.5010956629393194
711,15,11,0,1,1,0.5019028958205687
712,20,11,0,1,1,0.502930216215745
713,25,11,0,1,1,0.50417648276343
714,30,11,0,1,1,0.5056403108512273
715,35,11,0,1,1,0.5073200741540775
716,40,11,0,1,1,0.5092139064411199
717,45,11,0,1,1,0.5113197036490889
718,50,11,0,1,1,0.5136351262199471
719,55,11,0,1,1,0.5161576017001521
720,0,12,0,1,1,0.5188843275986752
721,5,12,0,1,1,0.5218122745005902
722,10,12,0,1,1,0.5249381894327794
723,15,12,0,1,1,0.528258599478014
724,20,12,0,1,1,0.5317698156333921
725,25,12,0,1,1,0.5354679369088535
726,30,12,0,1,1,0.539348854661209
727,35,12,0,1,1,0.5434082571588801
728,40,12,0,1,1,0.5476416343722648
729,45,12,0,1,1,0.5520442829844212
730,50,12,0,1,1,0.5566113116164878
731,55,12,0,1,1,0.5613376462620492
732,0,13,0,1,1,0.5662180359243951
733,5,13,0,1,1,0.5712470584504254
734,10,13,0,1,1,0.5764191265547024
735,15,13,0,1,1,0.5817284940269751
736,20,13,0,1,1,0.5871692621162625
737,25,13,0,1,1,0.592735386084416
738,30,13,0,1,1,0.5984206819218756
739,35,13,0,1,1,0.60421883321815
740,40,13,0,1,1,0.610123398179407
741,45,13,0,1,1,0.6161278167853537
742,50,13,0,1,1,0.6222254180774781
743,55,13,0,1,1,0.6284094275705341
744,0,14,0,1,1,0.6346729747790555
745,5,14,0,1,1,0.6410091008505167
746,10,14,0,1,1,0.64741076629668
747,15,14,0,1,1,0.6538708588145208
748,20,14,0,1,1,0.6603822011880588
749,25,14,0,1,1,0.6669375592622995
750,30,14,0,1,1,0.6735296499804454
751,35,14,0,1,1,0.6801511494754268
752,40,14,0,1,1,0.6867947012067809
753,45,14,0,1,1,0.6934529241338309
754,50,14,0,1,1,0.7001184209160779
755,55,14,0,1,1,0.7067837861317127
756,0,15,0,1,1,0.7134416145050949
757,5,15,0,1,1,0.720084509134081
758,10,15,0,1,1,0.7267050897080373
759,15,15,0,1,1,0.7332960007074318
760,20,15,0,1,1,0.7398499195758717
761,25,15,0,1,1,0.7463595648555288
762,30,15,0,1,1,0.7528177042768939
763,35,15,0,1,1,0.7592171627938931
764,40,15,0,1,1,0.765550830555418
765,45,15,0,1,1,0.7718116708044336
766,50,15,0,1,1,0.7779927276958694
767,55,15,0,1,1,0.7840871340246217
768,0,16,0,1,1,0.7900881188550778
769,5,16,0,1,1,0.795989015043676
770,10,16,0,1,1,0.8017832666461625
771,15,16,0,1,1,0.8074644362012944
772,20,16,0,1,1,0.8130262118829167
773,25,16,0,1,1,0.8184624145124489
774,30,16,0,1,1,0.8237670044240079
775,35,16,0,1,1,0.828934088174521
776,40,16,0,1,1,0.8339579250913955
777,45,16,0,1,1,0.8388329336504483
778,50,16,0,1,1,0.8435536976770291
779,55,16,0,1,1,0.8481149723634313
780,0,17,0,1,1,0.8525116900959205
781,5,17,0,1,1,0.8567389660848919
782,10,17,0,1,1,0.8607921037919125
783,15,17,0,1,1,0.8646666001476163
784,20,17,0,1,1,0.8683581505546476
785,25,17,0,1,1,0.8718626536701077
786,30,17,0,1,1,0.8751762159621779
787,35,17,0,1,1,0.8782951560358672
788,40,17,0,1,1,0.8812160087230713
789,45,17,0,1,1,0.8839355289324039
790,50,17,0,1,1,0.8864506952545189
791,55,17,0,1,1,0.8887587133189223
792,0,18,0,1,1,0.8908570188985394
793,5,18,0,1,1,0.8927432807585934
794,10,18,0,1,1,0.8944154032466256
795,15,18,0,1,1,0.8958715286207833
796,20,18,0,1,1,0.8971100391137858
797,25,18,0,1,1,0.8981295587302768
798,30,18,0,1,1,0.8989289547755676
799,35,18,0,1,1,0.8995073391140693
800,40,18,0,1,1,0.8998640691560196
801,45,18,0,1,1,0.899998748571404
802,50,18,0,1,1,0.8999112277302835
803,55,18,0,1,1,0.899601603869033
804,0,19,0,1,1,0.8990702209823118
805,5,19,0,1,1,0.8983176694408828
806,10,19,0,1,1,0.897344785335705
807,15,19,0,1,1,0.8961526495490305
808,20,19,0,1,1,0.8947425865535344
809,25,19,0,1,1,0.8931161629408159
810,30,19,0,1,1,0.8912751856809006
811,35,19,0,1,1,0.8892217001146836
812,40,19,0,1,1,0.8869579876815382
813,45,19,0,1,1,0.8844865633846171
814,50,19,0,1,1,0.8818101729966652
815,55,19,0,1,1,0.8789317900094408
816,0,20,0,1,1,0.8758546123301448
817,5,20,0,1,1,0.8725820587285167
818,10,20,0,1,1,0.8691177650385553
819,15,20,0,1,1,0.8654655801190757
820,20,20,0,1,1,0.8616295615775971
821,25,20,0,1,1,0.857613971262305
822,30,20,0,1,1,0.853423270527106
823,35,20,0,1,1,0.8490621152750234
824,40,20,0,1,1,0.844535350785454
825,45,20,0,1,1,0.8398480063310195
826,50,20,0,1,1,0.835005289590006
827,55,20,0,1,1,0.8300125808605893
828,0,21,0,1,1,0.8248754270832782
829,5,21,0,1,1,0.8195995356782211
830,10,21,0,1,1,0.8141907682042109
831,15,21,0,1,1,0.8086551338464496
832,20,21,0,1,1,0.8029987827402892
833,25,21,0,1,1,0.797227999138386
834,30,21,0,1,1,0.7913491944288386
835,35,21,0,1,1,0.7853689000120879
836,40,21,0,1,1,0.7792937600444733
837,45,21,0,1,1,0.7731305240565243
838,50,21,0,1,1,0.7668860394541718
839,55,21,0,1,1,0.7605672439112291
840,0,22,0,1,1,0.7541811576615738
841,5,22,0,1,1,0.7477348756996145
842,10,22,0,1,1,0.7412355598976922
843,15,22,0,1,1,0.7346904310491784
844,20,22,0,1,1,0.7281067608461195
845,25,22,0,1,1,0.7214918638003214
846,30,22,0,1,1,0.7148530891168722
847,35,22,0,1,1,0.7081978125291092
848,40,22,0,1,1,0.7015334281041241
849,45,22,0,1,1,0.6948673400278881
850,50,22,0,1,1,0.6882069543791454
851,55,22,0,1,1,0.6815596709011937
852,0,23,0,1,1,0.6749328747807142
853,5,23,0,1,1,0.6683339284427617
854,10,23,0,1,1,0.6617701633710569
855,15,23,0,1,1,0.6552488719626407
856,20,23,0,1,1,0.6487772994259665
857,25,23,0,1,1,0.642362635731412
858,30,23,0,1,1,0.6360120076231603
859,35,23,0,1,1,0.629732470701334
860,40,23,0,1,1,0.6235310015831592
861,45,23,0,1,1,0.6174144901518919
862,50,23,0,1,1,0.6113897319020961
863,55,23,0,1,1,0.605463420389798
864,0,0,1,1,1,0.799642139795885
865,5,0,1,1,1,0.7939323576110326
866,10,0,1,1,1,0.7883404174502626
867,15,0,1,1,1,0.7828725320051404
868,20,0,1,1,1,0.7775347761414182
869,25,0,1,1,1,0.7723330801498143
870,30,0,1,1,1,0.7672732231574064
871,35,0,1,1,1,0.7623608267069778
872,40,0,1,1,1,0.7576013485114355
873,45,0,1,1,1,0.7530000763902444
874,50,0,1,1,1,0.7485621223946202
875,55,0,1,1,1,0.7442924171279944
876,0,1,1,1,1,0.7401957042680771
877,5,1,1,1,1,0.7362765352965882
878,10,1,1,1,1,0.7325392644425271
879,15,1,1,1,1,0.7289880438445858
880,20,1,1,1,1,0.725626818938091
881,25,1,1,1,1,0.7224593240715902
882,30,1,1,1,1,0.7194890783579628
883,35,1,1,1,1,0.7167193817646538
884,40,1,1,1,1,0.7141533114473855
885,45,1,1,1,1,0.7117937183314091
886,50,1,1,1,1,0.7096432239441068
887,55,1,1,1,1,0.7077042175024505
888,0,2,1,1,1,0.7059788532585628
889,5,2,1,1,1,0.7044690481063262
890,10,2,1,1,1,0.7031764794516966
891,15,2,1,1,1,0.7021025833490928
892,20,2,1,1,1,0.7012485529059276
893,25,2,1,1,1,0.7006153369570556
894,30,2,1,1,1,0.70020363901061
895,35,2,1,1,1,0.7000139164663994
896,40,2,1,1,1,0.7000463801077327
897,45,2,1,1,1,0.700300993867237
898,50,2,1,1,1,0.7007774748669289
899,55,2,1,1,1,0.7014752937324943
900,0,3,1,1,1,0.7023936751814275
901,5,3,1,1,1,0.7035315988843768
902,10,3,1,1,1,0.7048878005987378
903,15,3,1,1,1,0.7064607735732389
904,20,3,1,1,1,0.7082487702219529
905,25,3,1,1,1,0.7102498040658805
906,30,3,1,1,1,0.7124616519399437
907,35,3,1,1,1,0.714881856462942
908,40,3,1,1,1,0.7175077287677211
909,45,3,1,1,1,0.7203363514885289
910,50,3,1,1,1,0.7233645820022305
911,55,3,1,1,1,0.7265890559197903
912,0,4,1,1,1,0.7300061908241343
913,5,4,1,1,1,0.7336121902502467
914,10,4,1,1,1,0.7374030479030718
915,15,4,1,1,1,0.7413745521085429
916,20,4,1,1,1,0.7455222904927852
917,25,4,1,1,1,0.7498416548842995
918,30,4,1,1,1,0.7543278464336812
919,35,4,1,1,1,0.7589758809451774
920,40,4,1,1,1,0.7637805944141738
921,45,4,1,1,1,0.7687366487644418
922,50,4,1,1,1,0.7738385377787901
923,55,4,1,1,1,0.7790805932165122
924,0,5,1,1,1,0.7844569911108535
925,5,5,1,1,1,0.7899617582394817
926,10,5,1,1,1,0.7955887787607901
927,15,5,1,1,1,0.8013318010086442
928,20,5,1,1,1,0.8071844444380383
929,25,5,1,1,1,0.8131402067139286
930,30,5,1,1,1,0.8191924709353869
931,35,5,1,1,1,0.8253345129870264
932,40,5,1,1,1,0.8315595090095519
933,45,5,1,1,1,0.8378605429811254
934,50,5,1,1,1,0.8442306144011189
935,55,5,1,1,1,0.8506626460677332
936,0,6,1,1,1,0.8571494919408224
937,5,6,1,1,1,0.8636839450812083
938,10,6,1,1,1,0.8702587456576443
939,15,6,1,1,1,0.8768665890125525
940,20,6,1,1,1,0.8835001337775538
941,25,6,1,1,1,0.890152010029793
942,30,6,1,1,1,0.8968148274799795
943,35,6,1,1,1,0.903481183683064
944,40,6,1,1,1,0.9101436722624109
945,45,6,1,1,1,0.9167948911383492
946,50,6,1,1,1,0.9234274507519394
947,55,6,1,1,1,0.9300339822748356
948,0,7,1,1,1,0.9366071457961175
949,5,7,1,1,1,0.9431396384769863
950,10,7,1,1,1,0.9496242026642848
951,15,7,1,1,1,0.9560536339538038
952,20,7,1,1,1,0.9624207891944405
953,25,7,1,1,1,0.9687185944242922
954,30,7,1,1,1,0.9749400527298924
955,35,7,1,1,1,0.9810782520198327
956,40,7,1,1,1,0.98712637270416
957,45,7,1,1,1,0.993077695270991
958,50,7,1,1,1,0.9989256077519503
959,55,7,1,1,1,1.004663613068117
960,0,8,1,1,1,1.010285336248338
961,5,8,1,1,1,1.015784531511868
962,10,8,1,1,1,1.0211550892074892
963,15,8,1,1,1,1.026391042601377
964,20,8,1,1,1,1.0314865745061974
965,25,8,1,1,1,1.0364360237440464
966,30,8,1,1,1,1.0412338914360668
967,35,8,1,1,1,1.0458748471117436
968,40,8,1,1,1,1.0503537346311076
969,45,8,1,1,1,1.0546655779132441
970,50,8,1,1,1,1.0588055864647627
971,55,8,1,1,1,1.0627691607020713
972,0,9,1,1,1,1.066551897061556
973,5,9,1,1,1,1.0701495928919729
974,10,9,1,1,1,1.0735582511236312
975,15,9,1,1,1,1.076774084709166
976,20,9,1,1,1,1.0797935208309848
977,25,9,1,1,1,1.0826132048706938
978,30,9,1,1,1,1.0852300041361056
979,35,9,1,1,1,1.08764101134169
980,40,9,1,1,1,1.089843547838588
981,45,9,1,1,1,1.091835166590616
982,50,9,1,1,1,1.0936136548929403
983,55,9,1,1,1,1.095177036830413
984,0,10,1,1,1,1.0965235754728277
985,5,10,1,1,1,1.097651774804666
986,10,10,1,1,1,1.0985603813871792
987,15,10,1,1,1,1.0992483857509727
988,20,10,1,1,1,1.0997150235175333
989,25,10,1,1,1,1.09995977624846
990,30,10,1,1,1,1.0999823720214534
991,35,10,1,1,1,1.0997827857324234
992,40,10,1,1,1,1.0993612391233807
993,45,10,1,1,1,1.098718200536079
994,50,10,1,1,1,1.0978543843916837
995,55,10,1,1,1,1.0967707503970445
996,0,11,1,1,1,1.0954685024784516
997,5,11,1,1,1,1.0939490874440665
998,10,11,1,1,1,1.0922141933765033
999,15,11,1,1,1,1.0902657477573565
1000,20,11,1,1,1,1.0881059153257526
1001,25,11,1,1,1,1.0857370956733088
1002,30,11,1,1,1,1.0831619205781637
1003,35,11,1,1,1,1.080383251081053
1004,40,11,1,1,1,1.0774041743066674
1005,45,11,1,1,1,1.0742280000338351
1006,50,11,1,1,1,1.0708582570183263
1007,55,11,1,1,1,1.0672986890723772
1008,0,12,1,1,1,1.0635532509052883
1009,5,12,1,1,1,1.059626103729703
1010,10,12,1,1,1,1.0555216106384708
1011,15,12,1,1,1,1.0512443317572124
1012,20,12,1,1,1,1.0467990191779872
1013,25,12,1,1,1,1.0421906116796735
1014,30,12,1,1,1,1.0374242292409488
1015,35,12,1,1,1,1.032505167351949
1016,40,12,1,1,1,1.02743889113094
1017,45,12,1,1,1,1.0222310292525192
1018,50,12,1,1,1,1.0168873676941164
1019,55,12,1,1,1,1.0114138433077229
1020,0,13,1,1,1,1.0058165372240047
1021,5,13,1,1,1,1.0001016680961095
1022,10,13,1,1,1,0.9942755851906949
1023,15,13,1,1,1,0.9883447613338446
1024,20,13,1,1,1,0.9823157857196986
1025,25,13,1,1,1,0.976195356589808
1026,30,13,1,1,1,0.9699902737913324
1027,35,13,1,1,1,0.9637074312223575
1028,40,13,1,1,1,0.9573538091727108
1029,45,13,1,1,1,0.9509364665688069
1030,50,13,1,1,1,0.9444625331311195
1031,55,13,1,1,1,0.9379392014530086
1032,0,14,1,1,1,0.9313737190096819
1033,5,14,1,1,1,0.9247733801061961
1034,10,14,1,1,1,0.9181455177734203
1035,15,14,1,1,1,0.9114974956209848
1036,20,14,1,1,1,0.9048366996562409
1037,25,14,1,1,1,0.8981705300783509
1038,30,14,1,1,1,0.8915063930566096
1039,35,14,1,1,1,0.884851692502121
1040,40,14,1,1,1,0.8782138218419977
1041,45,14,1,1,1,0.8716001558051996
1042,50,14,1,1,1,0.8650180422291551
1043,55,14,1,1,1,0.8584747938962447
1044,0,15,1,1,1,0.851977680409245
1045,5,15,1,1,1,0.8455339201147377
1046,10,15,1,1,1,0.8391506720834723
1047,15,15,1,1,1,0.8328350281565715
1048,20,15,1,1,1,0.8265940050664429
1049,25,15,1,1,1,0.8204345366411283
1050,30,15,1,1,1,0.8143634661007697
1051,35,15,1,1,1,0.8083875384547269
1052,40,15,1,1,1,0.8025133930078208
1053,45,15,1,1,1,0.7967475559840145
1054,50,15,1,1,1,0.7910964332757178
1055,55,15,1,1,1,0.7855663033267923
1056,0,16,1,1,1,0.7801633101571468
1057,5,16,1,1,1,0.7748934565366847
1058,10,16,1,1,1,0.7697625973161705
1059,15,16,1,1,1,0.764776432922447
1060,20,16,1,1,1,0.7599405030252121
1061,25,16,1,1,1,0.755260180382404
1062,30,16,1,1,1,0.7507406648710166
1063,35,16,1,1,1,0.7463869777099983
1064,40,16,1,1,1,0.7422039558816331
1065,45,16,1,1,1,0.7381962467576186
1066,50,16,1,1,1,0.734368302935791
1067,55,16,1,1,1,0.7307243772932559
1068,0,17,1,1,1,0.7272685182614087
1069,5,17,1,1,1,0.7240045653280895
1070,10,17,1,1,1,0.7209361447718836
1071,15,17,1,1,1,0.7180666656332942
1072,20,17,1,1,1,0.7153993159272739
1073,25,17,1,1,1,0.7129370591013089
1074,30,17,1,1,1,0.7106826307430079
1075,35,17,1,1,1,0.7086385355408398
1076,40,17,1,1,1,0.706807044501407
1077,45,17,1,1,1,0.7051901924263346
1078,50,17,1,1,1,0.7037897756515918
1079,55,17,1,1,1,0.7026073500517465
1080,0,18,1,1,1,0.7016442293113767
1081,5,18,1,1,1,0.7009014834655557
1082,10,18,1,1,1,0.7003799377110339
1083,15,18,1,1,1,0.7000801714894394
1084,20,18,1,1,1,0.7000025178435124
1085,25,18,1,1,1,0.7001470630470932
1086,30,18,1,1,1,0.7005136465092703
1087,35,18,1,1,1,0.7011018609527987
1088,40,18,1,1,1,0.7019110528665881
1089,45,18,1,1,1,0.7029403232317591
1090,50,18,1,1,1,0.7041885285204612
1091,55,18,1,1,1,0.7056542819663398
1092,0,19,1,1,1,0.7073359551052477
1093,5,19,1,1,1,0.70923167958448
1094,10,19,1,1,1,0.7113393492385309
1095,15,19,1,1,1,0.7136566224290588
1096,20,19,1,1,1,0.7161809246464683
1097,25,19,1,1,1,0.7189094513702108
1098,30,19,1,1,1,0.7218391711846276
1099,35,19,1,1,1,0.7249668291468814
1100,40,19,1,1,1,0.7282889504032222
1101,45,19,1,1,1,0.7318018440495796
1102,50,19,1,1,1,0.735501607232185
1103,55,19,1,1,1,0.7393841294836786
1104,0,20,1,1,1,0.743445097289869
1105,5,20,1,1,1,0.7476799988820856
1106,10,20,1,1,1,0.7520841292497862
1107,15,20,1,1,1,0.7566525953678684
1108,20,20,1,1,1,0.7613803216328572
1109,25,20,1,1,1,0.7662620555019437
1110,30,20,1,1,1,0.7712923733286
1111,35,20,1,1,1,0.7764656863883006
1112,40,20,1,1,1,0.781776247087639
1113,45,20,1,1,1,0.7872181553499474
1114,50,20,1,1,1,0.7927853651703374
1115,55,20,1,1,1,0.7984716913328564
1116,0,21,1,1,1,0.8042708162823169
1117,5,21,1,1,1,0.8101762971431457
1118,10,21,1,1,1,0.8161815728774804
1119,15,21,1,1,1,0.8222799715745313
1120,20,21,1,1,1,0.8284647178631313
1121,25,21,1,1,1,0.8347289404392243
1122,30,21,1,1,1,0.8410656796999484
1123,35,21,1,1,1,0.8474678954758066
1124,40,21,1,1,1,0.8539284748523557
1125,45,21,1,1,1,0.8604402400727075
1126,50,21,1,1,1,0.8669959565120839
1127,55,21,1,1,1,0.8735883407155409
1128,0,22,1,1,1,0.880210068489942
1129,5,22,1,1,1,0.8868537830412063
1130,10,22,1,1,1,0.8935121031477612
1131,15,22,1,1,1,0.9001776313611435
1132,20,22,1,1,1,0.9068429622246194
1133,25,22,1,1,1,0.9135006905007169
1134,30,22,1,1,1,0.9201434193985
1135,35,22,1,1,1,0.9267637687914666
1136,40,22,1,1,1,0.9333543834169244
1137,45,22,1,1,1,0.9399079410477574
1138,50,22,1,1,1,0.9464171606274738
1139,55,22,1,1,1,0.9528748103595234
1140,0,23,1,1,1,0.9592737157418769
1141,5,23,1,1,1,0.965606767537966
1142,10,23,1,1,1,0.9718669296750984
1143,15,23,1,1,1,0.9780472470615892
1144,20,23,1,1,1,0.984140853313933
1145,25,23,1,1,1,0.990140978385407
1146,30,23,1,1,1,0.9960409560876518
1147,35,23,1,1,1,1.0018342314968551
1148,40,23,1,1,1,1.0075143682363359
1149,45,23,1,1,1,1.0130750556274044
1150,50,23,1,1,1,1.0185101157005825
1151,55,23,1,1,1,1.0238135100593724
1152,0,0,2,1,1,1.2289793465889736
1153,5,0,2,1,1,1.2340018860024644
1154,10,0,2,1,1,1.2388755482172007
1155,15,0,2,1,1,1.243594918554329
1156,20,0,2,1,1,1.248154753754545
1157,25,0,2,1,1,1.2525499878033954
1158,30,0,2,1,1,1.2567757375596587
1159,35,0,2,1,1,1.2608273081805605
1160,40,0,2,1,1,1.2647001983377795
1161,45,0,2,1,1,1.2683901052184612
1162,50,0,2,1,1,1.2718929293056758
1163,55,0,2,1,1,1.2752047789330203
1164,0,1,2,1,1,1.2783219746082883
1165,5,1,2,1,1,1.2812410531014167
1166,10,1,2,1,1,1.2839587712921625
1167,15,1,2,1,1,1.286472109773238
1168,20,1,2,1,1,1.2887782762048947
1169,25,1,2,1,1,1.2908747084172385
1170,30,1,2,1,1,1.2927590772568176
1171,35,1,2,1,1,1.2944292891743356
1172,40,1,2,1,1,1.2958834885505992
1173,45,1,2,1,1,1.2971200597581267
1174,50,1,2,1,1,1.2981376289561246
1175,55,1,2,1,1,1.2989350656168348
1176,0,2,2,1,1,1.2995114837815611
1177,5,2,2,1,1,1.299866243044976
1178,10,2,2,1,1,1.2999989492666169
1179,15,2,2,1,1,1.2999094550087784
1180,20,2,2,1,1,1.2995978597003184
1181,25,2,2,1,1,1.29906450952619
1182,30,2,2,1,1,1.2983099970428282
1183,35,2,2,1,1,1.2973351605198156
1184,40,2,2,1,1,1.2961410830085554
1185,45,2,2,1,1,1.2947290911389957
1186,50,2,2,1,1,1.2931007536457302
1187,55,2,2,1,1,1.2912578796251213
1188,0,3,2,1,1,1.2892025165253818
1189,5,3,2,1,1,1.286936947871839
1190,10,3,2,1,1,1.2844636907299232
1191,15,3,2,1,1,1.281785492908683
1192,20,3,2,1,1,1.278905329907952
1193,25,3,2,1,1,1.2758264016125402
1194,30,3,2,1,1,1.2725521287371357
1195,35,3,2,1,1,1.2690861490258643
1196,40,3,2,1,1,1.265432313210726
1197,45,3,2,1,1,1.261594680733397
1198,50,3,2,1,1,1.2575775152351605
1199,55,3,2,1,1,1.253385279819962
1200,0,4,2,1,1,1.24902263209587
1201,5,4,2,1,1,1.2444944190004277
1202,10,4,2,1,1,1.2398056714156698
1203,15,4,2,1,1,1.2349615985787734
1204,20,4,2,1,1,1.2299675822945468
1205,25,4,2,1,1,1.2248291709562038
1206,30,4,2,1,1,1.219552073381051
1207,35,4,2,1,1,1.2141421524679499
1208,40,4,2,1,1,1.2086054186835804
1209,45,4,2,1,1,1.2029480233847678
1210,50,4,2,1,1,1.1971762519842724
1211,55,4,2,1,1,1.1912965169676488
1212,0,5,2,1,1,1.1853153507689147
1213,5,5,2,1,1,1.1792393985129674
1214,10,5,2,1,1,1.1730754106327927
1215,15,5,2,1,1,1.1668302353696842
1216,20,5,2,1,1,1.1605108111647822
1217,25,5,2,1,1,1.154124158950413
1218,30,5,2,1,1,1.1476773743497786
1219,35,5,2,1,1,1.1411776197936534
1220,40,5,2,1,1,1.1346321165628703
1221,45,5,2,1,1,1.1280481367654145
1222,50,5,2,1,1,1.1214329952570579
1223,55,5,2,1,1,1.1147940415144857
1224,0,6,2,1,1,1.1081386514699731
1225,5,6,2,1,1,1.10147421931666
1226,10,6,2,1,1,1.0948081492935484
1227,15,6,2,1,1,1.088147847459323
1228,20,6,2,1,1,1.0815007134641637
1229,25,6,2,1,1,1.0748741323286723
1230,30,6,2,1,1,1.0682754662390583
1231,35,6,2,1,1,1.0617120463676808
1232,40,6,2,1,1,1.0551911647280605
1233,45,6,2,1,1,1.0487200660733964
1234,50,6,2,1,1,1.0423059398475774
1235,55,6,2,1,1,1.0359559121976556
1236,0,7,2,1,1,1.029677038056637
1237,5,7,2,1,1,1.0234762933053962
1238,10,7,2,1,1,1.0173605670224095
1239,15,7,2,1,1,1.011336653829936
1240,20,7,2,1,1,1.0054112463451332
1241,25,7,2,1,1,0.999590927744511
1242,30,7,2,1,1,0.9938821644499594
1243,35,7,2,1,1,0.988291298944506
1244,40,7,2,1,1,0.9828245427257628
1245,45,7,2,1,1,0.9774879694049061
1246,50,7,2,1,1,0.9722875079588368
1247,55,7,2,1,1,0.9672289361430424
1248,0,8,2,1,1,0.962317874072466
1249,5,8,2,1,1,0.9575597779775059
1250,10,8,2,1,1,0.952959934142103
1251,15,8,2,1,1,0.9485234530306339
1252,20,8,2,1,1,0.9442552636101464
1253,25,8,2,1,1,0.9401601078742312
1254,30,8,2,1,1,0.9362425355746313
1255,35,8,2,1,1,0.9325068991664294
1256,40,8,2,1,1,0.9289573489724364
1257,45,8,2,1,1,0.9255978285721453
1258,50,8,2,1,1,0.9224320704203839
1259,55,8,2,1,1,0.9194635917005258
1260,0,9,2,1,1,0.9166956904168733
1261,5,9,2,1,1,0.9141314417305435
1262,10,9,2,1,1,0.9117736945429413
1263,15,9,2,1,1,0.9096250683306072
1264,20,9,2,1,1,0.907687950234955
1265,25,9,2,1,1,0.9059644924101398
1266,30,9,2,1,1,0.9044566096319959
1267,35,9,2,1,1,0.9031659771707069
1268,40,9,2,1,1,0.9020940289295645
1269,45,9,2,1,1,0.9012419558518909
1270,50,9,2,1,1,0.9006107045978918
1271,55,9,2,1,1,0.9002009764929085
1272,0,10,2,1,1,0.9000132267482394
1273,5,10,2,1,1,0.9000476639553965
1274,10,10,2,1,1,0.9003042498543593
1275,15,10,2,1,1,0.9007826993760812
1276,20,10,2,1,1,0.901482480959204
1277,25,10,2,1,1,0.9024028171406268
1278,30,10,2,1,1,0.9035426854192732
1279,35,10,2,1,1,0.9049008193921
1280,40,10,2,1,1,0.9064757101610801
1281,45,10,2,1,1,0.9082656080096015
1282,50,10,2,1,1,0.9102685243464154
1283,55,10,2,1,1,0.9124822339149792
1284,0,11,2,1,1,0.914904277265734
1285,5,11,2,1,1,0.9175319634885739
1286,10,11,2,1,1,0.9203623732024674
1287,15,11,2,1,1,0.9233923617989164
1288,20,11,2,1,1,0.9266185629356404
1289,25,11,2,1,1,0.930037392276612
1290,30,11,2,1,1,0.9336450514742805
1291,35,11,2,1,1,0.9374375323895713
1292,40,11,2,1,1,0.9414106215449602
1293,45,11,2,1,1,0.9455599048056786
1294,50,11,2,1,1,0.9498807722838583
1295,55,11,2,1,1,0.9543684234601516
1296,0,12,2,1,1,0.9590178725171504
1297,5,12,2,1,1,0.9638239538786657
1298,10,12,2,1,1,0.9687813279487311
1299,15,12,2,1,1,0.9738844870439345
1300,20,12,2,1,1,0.9791277615125015
1301,25,12,2,1,1,0.9845053260333207
1302,30,12,2,1,1,0.9900112060879305
1303,35,12,2,1,1,0.9956392845982532
1304,40,12,2,1,1,1.0013833087227222
1305,45,12,2,1,1,1.0072368968032346
1306,50,12,2,1,1,1.0131935454552345
1307,55,12,2,1,1,1.019246636793022
1308,0,13,2,1,1,1.0253894457822756
1309,5,13,2,1,1,1.0316151477116282
